Timestamp (s),Test,Left Volts (V),Right Volts (V),Left Position (m),Right Position (m),Left Velocity (m/s),Right Velocity (m/s),Gyro Position (deg),Gyro Rate (deg/s)

54.566107,slow-forward,0,0,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.570858,slow-forward,-4e-05,4e-05,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.575862,slow-forward,-0.001227,0.001227,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.581334,slow-forward,-0.002479,0.002479,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.585904,slow-forward,-0.003846,0.003846,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.590897,slow-forward,-0.004989,0.004989,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.595859,slow-forward,-0.006237,0.006237,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.601002,slow-forward,-0.007478,0.007478,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.605836,slow-forward,-0.008763,0.008763,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.610872,slow-forward,-0.009972,0.009972,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.615835,slow-forward,-0.011231,0.011231,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.620842,slow-forward,-0.012472,0.012472,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.625821,slow-forward,-0.013723,0.013723,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.630927,slow-forward,-0.014968,0.014968,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.635847,slow-forward,-0.016245,0.016245,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.640806,slow-forward,-0.017475,0.017475,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.645794,slow-forward,-0.018714,0.018714,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.650856,slow-forward,-0.019961,0.019961,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.655811,slow-forward,-0.021227,0.021227,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.66112,slow-forward,-0.022466,0.022466,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.665811,slow-forward,-0.023793,0.023793,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.670874,slow-forward,-0.024966,0.024966,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.675842,slow-forward,-0.026231,0.026231,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.68122,slow-forward,-0.027473,0.027473,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.685853,slow-forward,-0.028818,0.028818,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.690878,slow-forward,-0.029976,0.029976,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.69582,slow-forward,-0.031232,0.031232,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.701153,slow-forward,-0.032468,0.032468,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.705809,slow-forward,-0.033801,0.033801,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.710844,slow-forward,-0.034965,0.034965,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
54.71585,slow-forward,-0.036224,0.036224,-11.0628385756,7.3490693016,0,0,628.286133,0
54.721353,slow-forward,-0.037475,0.037475,-11.0628385756,7.3490693016,0,0,628.286133,0
54.725822,slow-forward,-0.038851,0.038851,-11.0628385756,7.3490693016,0,0,628.286133,0
54.730843,slow-forward,-0.039969,0.039969,-11.0628385756,7.3490693016,0,0,628.286133,0
54.735821,slow-forward,-0.041224,0.041224,-11.0628385756,7.3490693016,0,0,628.286133,0
54.740998,slow-forward,-0.042468,0.042468,-11.0628385756,7.3490693016,0,0,628.286133,0
54.745826,slow-forward,-0.043762,0.043762,-11.0628385756,7.3490693016,0,0,628.286133,0
54.75091,slow-forward,-0.04497,0.04497,-11.0628385756,7.3490693016,0,0,628.286133,0
54.755808,slow-forward,-0.04624,0.04624,-11.0628385756,7.3490693016,0,0,628.286133,0
54.761089,slow-forward,-0.047465,0.047465,-11.0628385756,7.3490693016,0,0,628.286133,0
54.765862,slow-forward,-0.048785,0.048785,-11.0628385756,7.3490693016,0,0,628.286133,0
54.770868,slow-forward,-0.049978,0.049978,-11.0628385756,7.3490693016,0,0,628.286133,0
54.775836,slow-forward,-0.05123,0.05123,-11.0628385756,7.3490693016,0,0,628.286133,0
54.780861,slow-forward,-0.052472,0.052472,-11.0628385756,7.3490693016,0,0,628.286133,0
54.785848,slow-forward,-0.053728,0.053728,-11.0628385756,7.3490693016,0,0,628.286133,0
54.790935,slow-forward,-0.054975,0.054975,-11.0628385756,7.3490693016,0,0,628.286133,0
54.795822,slow-forward,-0.056247,0.056247,-11.0628385756,7.3490693016,0,0,628.286133,0
54.800931,slow-forward,-0.057468,0.057468,-11.0628385756,7.3490693016,0,0,628.286133,0
54.806112,slow-forward,-0.058746,0.058746,-11.0628385756,7.3490693016,0,0,628.286133,0
54.810858,slow-forward,-0.060041,0.060041,-11.0628385756,7.3490693016,0,0,628.286133,0
54.815838,slow-forward,-0.061227,0.061227,-11.0628385756,7.3490693016,0,0,628.286133,0
54.820809,slow-forward,-0.062473,0.062473,-11.0628385756,7.3490693016,0,0,628.286133,0
54.825883,slow-forward,-0.063715,0.063715,-11.0628385756,7.3490693016,0,0,628.286133,0
54.830849,slow-forward,-0.064984,0.064984,-11.0628385756,7.3490693016,0,0,628.286133,0
54.835808,slow-forward,-0.066225,0.066225,-11.0628385756,7.3490693016,0,0,628.286133,0
54.84084,slow-forward,-0.067465,0.067465,-11.0628385756,7.3490693016,0,0,628.286133,0
54.845804,slow-forward,-0.068723,0.068723,-11.0628385756,7.3490693016,0,0,628.286133,0
54.850846,slow-forward,-0.069964,0.069964,-11.0628385756,7.3490693016,0,0,628.286133,0
54.855812,slow-forward,-0.071224,0.071224,-11.0628385756,7.3490693016,0,0,628.286133,0
54.860966,slow-forward,-0.072466,0.072466,-11.0628385756,7.3490693016,0,0,628.286133,0
54.86584,slow-forward,-0.073754,0.073754,-11.0628385756,7.3490693016,0,0,628.286133,0
54.87086,slow-forward,-0.074973,0.074973,-11.0628385756,7.3490693016,0,0,628.286133,0
54.87584,slow-forward,-0.076228,0.076228,-11.0628385756,7.3490693016,0,0,628.286133,0
54.880954,slow-forward,-0.077473,0.077473,-11.0628385756,7.3490693016,0,0,628.286133,0
54.88586,slow-forward,-0.078751,0.078751,-11.0628385756,7.3490693016,0,0,628.286133,0
54.890887,slow-forward,-0.079978,0.079978,-11.0628385756,7.3490693016,0,0,628.286133,0
54.895838,slow-forward,-0.081235,0.081235,-11.0628385756,7.3490693016,0,0,628.286133,0
54.901059,slow-forward,-0.082472,0.082472,-11.0628385756,7.3490693016,0,0,628.286133,0
54.905829,slow-forward,-0.083778,0.083778,-11.0628385756,7.3490693016,0,0,628.286133,0
54.910856,slow-forward,-0.08497,0.08497,-11.0628385756,7.3490693016,0,0,628.286133,0
54.915815,slow-forward,-0.086227,0.086227,-11.0628385756,7.3490693016,0,0,628.286133,0
54.920871,slow-forward,-0.087467,0.087467,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.925865,slow-forward,-0.088731,0.088731,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.93093,slow-forward,-0.089979,0.089979,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.935809,slow-forward,-0.091245,0.091245,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.940982,slow-forward,-0.092465,0.092465,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.945818,slow-forward,-0.093758,0.093758,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.950854,slow-forward,-0.094967,0.094967,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.95585,slow-forward,-0.096227,0.096227,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.961369,slow-forward,-0.097475,0.097475,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.965818,slow-forward,-0.098855,0.098855,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.970988,slow-forward,-0.099967,0.099967,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.975862,slow-forward,-0.10126,0.10126,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.980841,slow-forward,-0.102479,0.102479,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.985866,slow-forward,-0.103723,0.103723,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.990884,slow-forward,-0.104979,0.104979,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
54.995845,slow-forward,-0.106234,0.106234,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.001319,slow-forward,-0.107474,0.107474,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.005815,slow-forward,-0.108843,0.108843,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.01086,slow-forward,-0.109967,0.109967,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.015867,slow-forward,-0.111228,0.111228,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.021477,slow-forward,-0.11248,0.11248,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.025792,slow-forward,-0.113882,0.113882,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.0312,slow-forward,-0.114961,0.114961,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.035822,slow-forward,-0.116313,0.116313,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.041253,slow-forward,-0.117468,0.117468,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.045803,slow-forward,-0.118826,0.118826,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.050819,slow-forward,-0.119964,0.119964,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.055823,slow-forward,-0.121218,0.121218,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.060961,slow-forward,-0.122469,0.122469,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.065885,slow-forward,-0.123753,0.123753,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.070871,slow-forward,-0.124984,0.124984,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.075851,slow-forward,-0.126231,0.126231,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.08096,slow-forward,-0.127476,0.127476,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.085862,slow-forward,-0.128753,0.128753,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.090838,slow-forward,-0.129978,0.129978,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.095823,slow-forward,-0.131222,0.131222,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.100865,slow-forward,-0.132469,0.132469,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.10581,slow-forward,-0.133729,0.133729,-11.0628385756,7.3490693016,0,0,628.286133,-0.001064
55.110858,slow-forward,-0.134965,0.134965,-11.0628385756,7.3490693016,0,0,628.286133,0
55.116113,slow-forward,-0.136228,0.136228,-11.0628385756,7.3490693016,0,0,628.286133,0
55.120814,slow-forward,-0.137541,0.137541,-11.0628385756,7.3490693016,0,0,628.286133,0
55.12582,slow-forward,-0.138716,0.138716,-11.0628385756,7.3490693016,0,0,628.286133,0
55.130804,slow-forward,-0.139968,0.139968,-11.0628385756,7.3490693016,0,0,628.286133,0
55.135809,slow-forward,-0.141214,0.141214,-11.0628385756,7.3490693016,0,0,628.286133,0
55.140846,slow-forward,-0.142465,0.142465,-11.0628385756,7.3490693016,0,0,628.286133,0
55.145807,slow-forward,-0.143724,0.143724,-11.0628385756,7.3490693016,0,0,628.286133,0
55.150818,slow-forward,-0.144965,0.144965,-11.0628385756,7.3490693016,0,0,628.286133,0
55.155791,slow-forward,-0.146218,0.146218,-11.0628385756,7.3490693016,0,0,628.286133,0
55.161101,slow-forward,-0.147461,0.147461,-11.0628385756,7.3490693016,0,0,628.286133,0
55.165899,slow-forward,-0.148788,0.148788,-11.0628385756,7.3490693016,0,0,628.286133,0
55.170874,slow-forward,-0.149988,0.149988,-11.0628385756,7.3490693016,0,0,628.286133,0
55.17584,slow-forward,-0.151231,0.151231,-11.0628385756,7.3490693016,0,0,628.286133,0
55.180858,slow-forward,-0.152473,0.152473,-11.0628385756,7.3490693016,0,0,628.286133,0
55.185872,slow-forward,-0.153728,0.153728,-11.0628385756,7.3490693016,0,0,628.286133,0
55.190822,slow-forward,-0.154981,0.154981,-11.0628385756,7.3490693016,0,0,628.286133,0
55.195805,slow-forward,-0.156218,0.156218,-11.0628385756,7.3490693016,0,0,628.286133,0
55.200904,slow-forward,-0.157464,0.157464,-11.0628385756,7.3490693016,0,0,628.286133,0
55.205869,slow-forward,-0.158739,0.158739,-11.0628385756,7.3490693016,0,0,628.286133,0
55.210813,slow-forward,-0.15998,0.15998,-11.0628385756,7.3490693016,0,0,628.286133,0
55.215794,slow-forward,-0.161216,0.161216,-11.0628385756,7.3490693016,0,0,628.286133,0
55.220829,slow-forward,-0.162461,0.162461,-11.0628385756,7.3490693016,0,0,628.286133,0
55.225815,slow-forward,-0.16372,0.16372,-11.0628385756,7.3490693016,0,0,628.286133,0
55.2308,slow-forward,-0.164967,0.164967,-11.0628385756,7.3490693016,0,0,628.286133,0
55.235801,slow-forward,-0.166213,0.166213,-11.0628385756,7.3490693016,0,0,628.286133,0
55.240996,slow-forward,-0.167463,0.167463,-11.0628385756,7.3490693016,0,0,628.286133,0
55.245847,slow-forward,-0.168762,0.168762,-11.0628385756,7.3490693016,0,0,628.286133,0
55.250796,slow-forward,-0.169975,0.169975,-11.0628385756,7.3490693016,0,0,628.286133,0
55.255857,slow-forward,-0.171212,0.171212,-11.0628385756,7.3490693016,0,0,628.286133,0
55.260977,slow-forward,-0.172477,0.172477,-11.0628385756,7.3490693016,0,0,628.286133,0
55.265878,slow-forward,-0.173757,0.173757,-11.0628385756,7.3490693016,0,0,628.286133,0
55.27087,slow-forward,-0.174983,0.174983,-11.0628385756,7.3490693016,0,0,628.286133,0
55.27586,slow-forward,-0.17623,0.17623,-11.0628385756,7.3490693016,0,0,628.286133,0
55.281082,slow-forward,-0.177478,0.177478,-11.0628385756,7.3490693016,0,0,628.286133,0
55.285825,slow-forward,-0.178783,0.178783,-11.0628385756,7.3490693016,0,0,628.286133,0
55.290818,slow-forward,-0.179969,0.179969,-11.0628385756,7.3490693016,0,0,628.286133,0
55.295819,slow-forward,-0.181217,0.181217,-11.0628385756,7.3490693016,0,0,628.286133,0
55.301054,slow-forward,-0.182468,0.182468,-11.0628385756,7.3490693016,0,0,628.286133,0
55.305817,slow-forward,-0.183777,0.183777,-11.0628385756,7.3490693016,0,0,628.286133,0
55.310799,slow-forward,-0.184967,0.184967,-11.0628385756,7.3490693016,0,0,628.286133,0
55.315822,slow-forward,-0.186213,0.186213,-11.0628385756,7.3490693016,0,0,628.286133,0
55.32089,slow-forward,-0.187468,0.187468,-11.0628385756,7.3490693016,0,0,628.286133,0
55.325827,slow-forward,-0.188735,0.188735,-11.0628385756,7.3490693016,0,0,628.286133,0
55.330801,slow-forward,-0.18997,0.18997,-11.0628385756,7.3490693016,0,0,628.286133,0
55.33582,slow-forward,-0.191213,0.191213,-11.0628385756,7.3490693016,0,0,628.286133,0
55.340854,slow-forward,-0.192468,0.192468,-11.0628385756,7.3490693016,0,0,628.286133,0
55.345828,slow-forward,-0.193727,0.193727,-11.0628385756,7.3490693016,0,0,628.286133,0
55.350867,slow-forward,-0.19497,0.19497,-11.0628385756,7.3490693016,0,0,628.286133,0
55.355835,slow-forward,-0.19623,0.19623,-11.0628385756,7.3490693016,0,0,628.286133,0
55.360824,slow-forward,-0.197472,0.197472,-11.0628385756,7.3490693016,0,0,628.286133,0
55.365831,slow-forward,-0.198719,0.198719,-11.0628385756,7.3490693016,0,0,628.286133,0
55.3709,slow-forward,-0.199971,0.199971,-11.0628385756,7.3490693016,0,0,628.286133,0
55.375877,slow-forward,-0.201238,0.201238,-11.0628385756,7.3490693016,0,0,628.286133,0
55.380931,slow-forward,-0.202482,0.202482,-11.0628385756,7.3490693016,0,0,628.286133,0
55.385854,slow-forward,-0.203746,0.203746,-11.0628385756,7.3490693016,0,0,628.286133,0
55.390907,slow-forward,-0.204976,0.204976,-11.0628385756,7.3490693016,0,0,628.286133,0
55.39585,slow-forward,-0.20624,0.20624,-11.0628385756,7.3490693016,0,0,628.286133,0
55.400867,slow-forward,-0.207475,0.207475,-11.0628385756,7.3490693016,0,0,628.286133,0
55.405834,slow-forward,-0.20873,0.20873,-11.0628385756,7.3490693016,0,0,628.286133,0
55.410805,slow-forward,-0.209971,0.209971,-11.0628385756,7.3490693016,0,0,628.286133,0
55.415892,slow-forward,-0.211214,0.211214,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.420885,slow-forward,-0.212486,0.212486,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.425857,slow-forward,-0.213734,0.213734,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.430798,slow-forward,-0.214977,0.214977,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.435831,slow-forward,-0.216212,0.216212,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.440888,slow-forward,-0.217471,0.217471,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.445847,slow-forward,-0.218735,0.218735,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.450797,slow-forward,-0.219975,0.219975,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.455831,slow-forward,-0.221212,0.221212,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.461296,slow-forward,-0.222471,0.222471,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.465867,slow-forward,-0.223837,0.223837,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.470861,slow-forward,-0.22498,0.22498,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.47586,slow-forward,-0.226228,0.226228,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.480856,slow-forward,-0.227478,0.227478,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.485869,slow-forward,-0.228727,0.228727,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.490847,slow-forward,-0.22998,0.22998,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.495826,slow-forward,-0.231225,0.231225,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.50105,slow-forward,-0.23247,0.23247,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.505826,slow-forward,-0.233776,0.233776,-11.0628385756,7.3490693016,0,0,628.286133,-0.002128
55.510847,slow-forward,-0.23497,0.23497,-11.0628385756,7.3490693016,0,0,628.286133,0
55.515836,slow-forward,-0.236225,0.236225,-11.0628385756,7.3490693016,0,0,628.286133,0
55.520905,slow-forward,-0.237472,0.237472,-11.0628385756,7.3490693016,0,0,628.286133,0
55.525827,slow-forward,-0.238739,0.238739,-11.0628385756,7.3490693016,0,0,628.286133,0
55.530804,slow-forward,-0.23997,0.23997,-11.0628385756,7.3490693016,0,0,628.286133,0
55.535814,slow-forward,-0.241214,0.241214,-11.0628385756,7.3490693016,0,0,628.286133,0
55.540957,slow-forward,-0.242466,0.242466,-11.0628385756,7.3490693016,0,0,628.286133,0
55.545825,slow-forward,-0.243752,0.243752,-11.0628385756,7.3490693016,0,0,628.286133,0
55.550804,slow-forward,-0.244969,0.244969,-11.0628385756,7.3490693016,0,0,628.286133,0
55.555817,slow-forward,-0.246214,0.246214,-11.0628385756,7.3490693016,0,0,628.286133,0
55.560924,slow-forward,-0.247467,0.247467,-11.0628385756,7.3490693016,0,0,628.286133,0
55.565877,slow-forward,-0.248744,0.248744,-11.0628385756,7.3490693016,0,0,628.286133,0
55.570879,slow-forward,-0.249982,0.249982,-11.0628385756,7.3490693016,0,0,628.286133,0
55.575861,slow-forward,-0.251233,0.251233,-11.0628385756,7.3490693016,0,0,628.286133,0
55.581026,slow-forward,-0.252478,0.252478,-11.0628385756,7.3490693016,0,0,628.286133,0
55.585876,slow-forward,-0.253769,0.253769,-11.0628385756,7.3490693016,0,0,628.286133,0
55.590795,slow-forward,-0.254982,0.254982,-11.0628385756,7.3490693016,0,0,628.286133,0
55.595827,slow-forward,-0.256212,0.256212,-11.0628385756,7.3490693016,0,0,628.286133,0
55.600815,slow-forward,-0.25747,0.25747,-11.0628385756,7.3490693016,0,0,628.286133,0
55.605855,slow-forward,-0.258717,0.258717,-11.0628385756,7.3490693016,0,0,628.286133,0
55.610798,slow-forward,-0.259977,0.259977,-11.0628385756,7.3490693016,0,0,628.286133,0
55.615815,slow-forward,-0.261212,0.261212,-11.0628385756,7.3490693016,0,0,628.286133,0
55.620811,slow-forward,-0.262467,0.262467,-11.0628385756,7.3490693016,0,0,628.286133,0
55.625872,slow-forward,-0.263716,0.263716,-11.0628385756,7.3490693016,0,0,628.286133,0
55.630823,slow-forward,-0.264981,0.264981,-11.0628385756,7.3490693016,0,0,628.286133,0
55.635821,slow-forward,-0.266219,0.266219,-11.0628385756,7.3490693016,0,0,628.286133,0
55.641222,slow-forward,-0.267468,0.267468,-11.0628385756,7.3490693016,0,0,628.286133,0
55.645835,slow-forward,-0.268819,0.268819,-11.0628385756,7.3490693016,0,0,628.286133,0
55.650827,slow-forward,-0.269972,0.269972,-11.0628385756,7.3490693016,0,0,628.286133,0
55.655887,slow-forward,-0.27122,0.27122,-11.0628385756,7.3490693016,0,0,628.286133,0
55.660923,slow-forward,-0.272485,0.272485,-11.0628385756,7.3490693016,0,0,628.286133,0
55.665833,slow-forward,-0.273744,0.273744,-11.0628385756,7.3490693016,0,0,628.286133,0
55.670841,slow-forward,-0.274971,0.274971,-11.0628385756,7.3490693016,0,0,628.286133,0
55.675894,slow-forward,-0.276223,0.276223,-11.0628385756,7.3490693016,0,0,628.286133,0
55.68086,slow-forward,-0.277487,0.277487,-11.0628385756,7.3490693016,0,0,628.286133,0
55.685828,slow-forward,-0.278728,0.278728,-11.0628385756,7.3490693016,0,0,628.286133,0
55.690819,slow-forward,-0.27997,0.27997,-11.0628385756,7.3490693016,0,0,628.286133,0
55.695825,slow-forward,-0.281218,0.281218,-11.0628385756,7.3490693016,0,0,628.242188,0
55.701138,slow-forward,-0.282469,0.282469,-11.0628385756,7.3490693016,0,0,628.242188,0
55.705829,slow-forward,-0.283798,0.283798,-11.0628385756,7.3490693016,0,0,628.242188,0
55.710805,slow-forward,-0.28497,0.28497,-11.0628385756,7.3490693016,0,0,628.242188,0
55.715829,slow-forward,-0.286214,0.286214,-11.0628385756,7.3490693016,0,0,628.286133,0
55.721156,slow-forward,-0.28747,0.28747,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.725841,slow-forward,-0.288802,0.288802,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.730799,slow-forward,-0.289973,0.289973,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.735806,slow-forward,-0.291213,0.291213,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.740807,slow-forward,-0.292464,0.292464,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.745836,slow-forward,-0.293715,0.293715,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.750906,slow-forward,-0.294972,0.294972,-11.0628385756,7.3490693016,0,0,628.286133,0.001064
55.755831,slow-forward,-0.29624,0.29624,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.76084,slow-forward,-0.297471,0.297471,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.765884,slow-forward,-0.298723,0.298723,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.770794,slow-forward,-0.299984,0.299984,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.77589,slow-forward,-0.301211,0.301211,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.780867,slow-forward,-0.302485,0.302485,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.785887,slow-forward,-0.30373,0.30373,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.790928,slow-forward,-0.304985,0.304985,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.795865,slow-forward,-0.306245,0.306245,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.801501,slow-forward,-0.307479,0.307479,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.805829,slow-forward,-0.308888,0.308888,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.810802,slow-forward,-0.30997,0.30997,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.815829,slow-forward,-0.311213,0.311213,-11.0628385756,7.3490693016,0,0,628.242188,0.001064
55.8209,slow-forward,-0.31247,0.31247,-11.0628385756,7.3490693016,0,0,628.242188,0
55.825837,slow-forward,-0.313738,0.313738,-11.0628385756,7.3490693016,0,0,628.242188,0
55.830802,slow-forward,-0.314972,0.314972,-11.0628385756,7.3490693016,0,0,628.242188,0
55.835886,slow-forward,-0.316213,0.316213,-11.0628385756,7.3490693016,0,0,628.242188,0
55.841035,slow-forward,-0.317484,0.317484,-11.0628385756,7.3490693016,0,0,628.242188,0
55.845822,slow-forward,-0.318772,0.318772,-11.0628385756,7.3490693016,0,0,628.242188,0
55.850817,slow-forward,-0.319968,0.319968,-11.0628385756,7.3490693016,0,0,628.242188,0
55.855828,slow-forward,-0.321217,0.321217,-11.0628385756,7.3490693016,0,0,628.242188,0
55.860813,slow-forward,-0.32247,0.32247,-11.0628385756,7.3490693016,0,0,628.242188,0
55.865919,slow-forward,-0.323716,0.323716,-11.0628385756,7.3490693016,0,0,628.242188,0
55.870847,slow-forward,-0.324993,0.324993,-11.0628385756,7.3490693016,0,0,628.242188,0
55.875895,slow-forward,-0.326225,0.326225,-11.0628385756,7.3490693016,0,0,628.242188,0
55.880879,slow-forward,-0.327487,0.327487,-11.0628385756,7.3490693016,0,0,628.242188,0
55.885881,slow-forward,-0.328733,0.328733,-11.0628385756,7.3490693016,0,0,628.242188,0
55.890844,slow-forward,-0.329983,0.329983,-11.0628385756,7.3490693016,0,0,628.242188,0
55.895807,slow-forward,-0.331224,0.331224,-11.0628385756,7.3490693016,0,0,628.242188,0
55.900852,slow-forward,-0.332465,0.332465,-11.0628385756,7.3490693016,0,0,628.242188,0
55.905924,slow-forward,-0.333726,0.333726,-11.0628385756,7.3490693016,0,0,628.242188,0
55.910804,slow-forward,-0.334994,0.334994,-11.0628385756,7.3490693016,0,0,628.242188,0
55.915852,slow-forward,-0.336214,0.336214,-11.0628385756,7.3490693016,0,0,628.242188,0
55.920893,slow-forward,-0.337476,0.337476,-11.0628385756,7.3490693016,0,0,628.242188,0
55.925827,slow-forward,-0.338736,0.338736,-11.0628385756,7.3490693016,0,0,628.242188,0
55.930799,slow-forward,-0.33997,0.33997,-11.0628385756,7.3490693016,0,0,628.242188,0
55.935882,slow-forward,-0.341213,0.341213,-11.0628385756,7.3490693016,0,0,628.242188,0
55.941056,slow-forward,-0.342484,0.342484,-11.0628385756,7.3490693016,0,0,628.242188,0
55.945839,slow-forward,-0.343777,0.343777,-11.0628385756,7.3490693016,0,0,628.242188,0
55.950791,slow-forward,-0.344973,0.344973,-11.0628385756,7.3490693016,0,0,628.242188,0
55.95582,slow-forward,-0.346211,0.346211,-11.0628385756,7.3490693016,0,0,628.242188,0
55.960826,slow-forward,-0.347468,0.347468,-11.0628385756,7.3490693016,0,0,628.242188,0
55.965874,slow-forward,-0.348719,0.348719,-11.0628385756,7.3490693016,0,0,628.242188,0
