# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.05233165241583638,0.0,0.14666970977099197,6.818040354490276,0.0,0.0
 0.06943958790562949,0.012054640921259114,0.17359896976407374,2.5000000000000004,0.05233165241583638,0.0,0.14666970977099197,6.818040354490276,0.0,0.0
 0.0984230604561854,0.02421774707390482,0.4196566209045373,8.489584907787181,0.15408925481054678,0.0,0.13964337349440267,7.161098840397772,3.5108837361435716,121.13399214050463
 0.12081073755433805,0.03648808577105787,0.5480844950263085,5.736543079423305,0.2518349688113674,0.0,0.13294281307670747,7.5220312919285375,4.3660498394845195,38.1980720729402
 0.13980618149035356,0.048864420957284195,0.6515422976117287,5.446453525061518,0.34570260217381343,0.0,0.1265480900702408,7.902134275159332,4.941586713036605,30.298679803995686
 0.1566467534273852,0.06134551339835004,0.7411323372943465,5.319892935798304,0.435819132090146,0.0,0.12044067348523099,8.30284297706642,5.351156139665924,24.320398865355305
 0.17196525330409929,0.07393012085985758,0.8215300168287121,5.2484042289662804,0.5223051078103186,0.0,0.11460332577152252,8.725750263073843,5.645851513935869,19.237874246284232
 0.18613650719359154,0.0866169982755749,0.8952544012442278,5.202389639647989,0.6052750249461146,0.0,0.10901999801534103,9.172629042419194,5.8548042242978156,14.744828650404756
 0.19940400989568446,0.09940489790619557,0.9638512927231891,5.1702941404444,0.6848376737396715,0.0,0.10367573533363202,9.645458474752711,5.996806677190727,10.7030279986686
 0.2119363767636096,0.11229256948921669,1.0283509666482344,5.146647445353943,0.7610964632481573,0.0,0.09855659040926648,10.146454903192126,6.084947106333087,7.033023376290029
 0.22385598976177387,0.12527876038055852,1.0894809163134593,5.128517987508443,0.8341497234506144,0.0,0.09364954522149911,10.678108448202375,6.128828193810331,3.6814188081444024
 0.23525493889694105,0.13836221568850868,1.1477773216467888,5.114191197983138,0.9040909869120565,0.0,0.08894243816489977,11.243226750159407,6.135764150895671,0.6084733779485854
 0.24620453155904373,0.1515416784005204,1.203648676139961,5.102596618643802,0.9710092515088861,0.0,0.08442389945481754,11.844987100307842,6.111484386851981,-2.2174125369726516
 0.2567612817411212,0.16481588950335851,1.257414533250412,5.093031111196633,1.0349892258153814,0.0,0.08008329052267359,12.486999391176052,6.0605748173444995,-4.822466064784955
 0.2669708509160129,0.17818358809704996,1.3093303316428322,5.085013628204405,1.09611155826144,0.0,0.07591064921277875,13.173382264153533,5.986769020222309,-7.229080469301301
 0.276870736267346,0.19164351150305559,1.3596039679583949,5.078203891400934,1.1544530514036202,0.0,0.0718966395934907,13.908855902780427,5.893148361998382,-9.456741659267808
 0.28649216070744826,0.20519439536705583,1.4084072424369833,5.0723543881065565,1.2100868623162448,0.0,0.0680325055292287,14.69885596923035,5.782284240651699,-11.52263077435806
 0.2958614363222827,0.21883497375671024,1.4558839925743263,5.0672807684483985,1.263082690170617,0.0,0.06431002868445265,15.54967429584985,5.656342073069517,-13.442038932313764
 0.3050009700015527,0.23256397925471997,1.502156015809583,5.062842904141751,1.3135069518924762,0.0,0.0607214891270742,16.46863432329964,5.51715913430354,-15.228669607254458
 0.3139300196206253,0.24638014304751532,1.5473274740554472,5.058932380594824,1.3614229467228034,0.0,0.057259630557380745,17.464311073364065,5.3663040160486775,-16.894868400398764
 0.32266527238600895,0.26028219500984323,1.5914882300165816,5.055464008567209,1.4068910105616406,0.0,0.05391762621222517,18.54681057478124,5.205122857923386,-18.45180242110732
 0.3312212938719554,0.2742688637855305,1.6347164156449117,5.052369924425002,1.4499686606631768,0.0,0.050689049284374156,19.728126964659182,5.034775821015956,-19.909608360291106
 0.33961088137141365,0.2883388768646708,1.6770804381084161,5.049595402186363,1.4907107314850512,0.0,0.047567844890004846,21.02260470938687,4.856266273461639,-21.27751186406299
 0.34784534532315786,0.30249096065746717,1.7186405667364295,5.047095824520576,1.5291695022560998,0.0,0.044548304201743785,22.447543580364982,4.670464403806437,-22.563930177367006
 0.35593473590811375,0.3167238405649465,1.7594502030781782,5.044834454852973,1.5653948166921037,0.0,0.04162504076083657,24.024000498778186,4.47812651096034,-23.776561513025968
 0.3638880273088128,0.331036241046748,1.79955690804231,5.042780773832392,1.5994341956852332,0.0,0.038792968560826764,25.777867409966724,4.279910954870522,-24.922456138397678
 0.37171326889750583,0.3454268856861734,1.839003240515792,5.040909220039851,1.6313329430821715,0.0,0.03604728135850471,27.741343100318655,4.076391384903693,-26.008087758070268
 0.3794177103155206,0.35989449725268047,1.87782744803257,5.039198224805542,1.6611342452991644,0.0,0.03338343435284926,29.954976753751833,3.868067858535553,-27.039406890813975
 0.38700790573939203,0.37443779776197517,1.9160640401372873,5.0376294639873995,1.6888792649453617,0.0,0.03079712669024843,32.47056162277109,3.655376192151546,-28.021895946853142
 0.39448980140625634,0.3890555085338687,1.9537442678641237,5.0361872718586564,1.714607229062142,0.0,0.028284285065796937,35.35532178641702,3.4386959217733892,-28.960611057139847
 0.4018688095625409,0.40374635024803424,1.9908965274219956,5.03485817754925,1.7383555120948275,0.0,0.02584104890226422,38.69811956094317,3.218357065029059,-29.860226751026328
 0.40914987131749553,0.41850904299780767,2.0275467022000857,5.0336305351551625,1.7601597141204621,0.0,0.023463756502170887,42.618921650822585,2.9946459403118415,-30.72506898667437
